Fundo,Notação,Documento,Abordagem,Local de produção,Data de produção,Técnica,Suporte,Formato,Cromia,Idioma,N. Itens,N. exemplares,Extensão,Responsável (1),Tipo de responsabilidade (1),Responsável (2),Tipo de responsabilidade (2),Responsáveis (3),Tipo de responsabilidade (3),Atividade/evento (1),Especificação (1),Local (1),Data ou período (1),Atividade/evento (2),Especificação (2),Local (2),Data  ou período (2),Descritores,Descritores,Descritores,Descritores,Referência,Observações
SBP,1.114.4,Resenha,Unitária,São Paulo (SP),1/7/1949,Impressão,Papel,Folha,,Português,1,1,1f,Zeferino Vaz ,Autor,,,,,Publicação,Leishmaniose tegumentar americana,São Paulo (SP),1949,,,,,,,,,,
SBP,1.114.5,Entrevista,Unitária,São Paulo (SP),3/10/1917,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Possível a propagação em S. Paulo do Esquistossomo""",São Paulo (SP),3/10/1917,,,,,O Tempo,,,,"PESSOA, S.B. Possível a propagação em S. Paulo do esquistossomo. O Tempo, São Paulo, n. 388, 3 out. 1917. ",
SBP,1.114.6,Artigo,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Monstruosa a guerra da Coréia""",s.l.,s.d.,Reunião,Reunião do Conselho Nacional do Movimento Brasileiro de Partidários da Paz ,s.l.,s.d.,,,,,"PESSOA, S.B. Monstruosa a guerra da Coréia. s.i.t., s.l., s.d.",
SBP,1.114.7,Artigo,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,2f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Atrocidades ianques na Coréia""",s.l.,s.d.,Reunião,Reunião do Conselho Nacional do Movimento Brasileiro de Partidários da Paz ,s.l.,s.d.,,,,,"PESSOA, S.B. Atrocidades ianques na Coréia. s.i.t., s.l., s.d.",
SBP,1.115.1,Artigo,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,2f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""O médico na luta pela paz""",São Paulo (SP),04/04/1956 - 05/05/1956,Palestra,"""O médico na luta pela paz"", proferida na reunião do Conselho Nacional do Movimento dos Partidários pela Paz",Rio de Janeiro (RJ),09/03/1956 - 11/03/1956,,,,,"PESSOA, S.B. O médico na luta pela paz (I) e (II). Notícias de hoje, São Paulo, 4 abr. 1956, 5 maio 1956. ",
SBP,1.115.2,Conferência,Unitária,São Paulo (SP),2/4/1955,Impressão,Papel,Folha,,Português,1,1,2f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Procuram esconder o significado da ameça da guerra atômica""",São Paulo (SP),2/4/1955,Palestra,"""Procuram esconder o significado da ameaça da guerra atômica"", proferida em sessão solene de encerramento da Assembleia Paulista das Forças Armadas",São Paulo (SP),s.d.,,,,,"PESSOA, S.B. Procuram esconder o significado da guerra atômica. Notícias de Hoje, São Paulo, 2 abr. 1955. ",
SBP,1.115.3,Artigo,Unitária,Rio de Janeiro (RJ),19/6/1948,Impressão,Papel,Folha,,Português,1,1,2f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Campanha contra a fome""",Rio de Janeiro (RJ),19/6/1948,,,,,A Classe Operária,,,,"PESSOA, S.B. Campanha contra a fome. A Classe Operária, Rio de Janeiro, 19 ago. 1948. ",
SBP,1.115.4,Artigo,Unitária,São Paulo (SP),11/08/1951 - 18/08/1951,Impressão,Papel,Folha,,Português,1,1,2f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""O meio e o homem da Paraíba""",São Paulo (SP),11/08/1951 - 18/08/1951 ,,,,,Diário de S. Paulo,,,,"PESSOA, S.B. O meio e o homem da Paraíba. Diário de S. Paulo,  São Paulo, 11 ago. 1951. ",
SBP,1.116.1 - 1.117.1,Coletânea de artigos,Serial,Rio de Janeiro (RJ),20/06/1947 - 19/03/1948,Impressão,Papel,Folha,,Português,37,1,58f,,,,,,,Militância,Questão da exploração de petróleo no Brasil ,s.l.,s.d.,,,,,Jornal de Debates,,,,,
SBP,1.118.1,Notícias,Serial,"Curitiba (PR), São Paulo (SP)",30/06/1949 - 27/08/1949,Impressão,Papel,Folha,,Português,4,1,4f,,,,,,,Publicação,Problemas brasileiros de higiene rural ,São Paulo (SP),1949,,,,,A Gazeta,Diário de S. Paulo,O Estado de São Paulo,Gazeta do Povo,,
SBP,1.118.2,Resenha,Unitária,São Paulo (SP),30/6/1949,Impressão,Papel,Folha,,Português,1,1,1f,Francisco Pomêo do Amaral,Autor,,,,,Publicação,Problemas brasileiros de higiene rural ,São Paulo (SP),1949,,,,,Folha da Noite,,,,,
SBP,1.118.3,Resenha,Unitária,s.l.,nov/49,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Publicação,Problemas brasileiros de higiene rural ,São Paulo (SP),1949,,,,,,,,,,
SBP,1.118.4,Resenha,Unitária,Rio de Janeiro (RJ),fev/51,Impressão,Papel,Folha,,Português,1,1,1f,Marques Simões ,Autor,,,,,Publicação,Problemas brasileiros de higiene rural ,São Paulo (SP),1949,,,,,Jornal de Debates,,,,,
SBP,1.118.5,Resenha,Unitária,São Paulo (SP),jun/50,"Impressão, Manuscritura",Papel,Folha,,Português,1,2,1f,Henry Harold Scott,Autor,,,,,Publicação,Problemas brasileiros de higiene rural ,São Paulo (SP),1949,,,,,A Gazeta,,,,,
SBP,1.118.6,Resenha,Unitária,s.l.,fev/50,Impressão,Papel,Folha,,Português,1,1,2f,,,,,,,Publicação,Problemas brasileiros de higiene rural ,São Paulo (SP),1949,,,,,Fundamentos,,,,,
SBP,1.118.7,Resenha,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,João Belline Burza,Autor,,,,,Publicação,Problemas brasileiros de higiene rural ,São Paulo (SP),1949,,,,,,,,,,
SBP,1.119.1,Notícias,Serial,"Belém (PA), São Paulo (SP)",04/09/1976 - 11/10/1976,"Impressão, Manuscritura",Papel,Folha,,Português,8,1,9f,David Capistrano da Costa Filho,Autor,Luis Roberto Tommasi,Autor,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,Folha de S. Paulo,O Diário,O Estado de São Paulo,O Liberal,,Item 1.119.1-1 possui 2 exemplares
SBP,1.119.2,Voto de pesar,Unitária,São Paulo (SP),4/9/1976,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,Folha de S. Paulo,,,,,
SBP,1.119.3,Voto de pesar,Unitária,São Paulo (SP),4/9/1976,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,O Estado de São Paulo,,,,,
SBP,1.119.4,Artigo,Unitária,São Paulo (SP),4/9/1983,Impressão,Papel,Folha,,Português,1,1,1f,Vicente Amato Neto,Autor,,,,,Homenagem póstuma,-,São Paulo (SP),1983,,,,,O Estado de São Paulo,,,,,
SBP,1.120.1,Resenha,Unitária,São Paulo (SP),15/2/1947,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Publicação,Parasitologia médica,São Paulo (SP),1946,,,,,,,,,,
SBP,1.120.2,Resenha,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,M. Liberman,Autor,,,,,Publicação,Parasitologia médica,São Paulo (SP),1946,,,,,,,,,,
SBP,1.120.3,Resenha,Unitária,s.l.,1/9/1947,Datilografia,Papel,Folha,,Português,1,1,2f,,,,,,,Publicação,Parasitologia médica,São Paulo (SP),1946,,,,,,,,,,
SBP,1.120.4,Resenha,Unitária,Londres (Reino Unido),27/9/1947,"Impressão, Manuscritura",Papel,Folha,,Inglês,1,1,1f,Henry Harold Scott,Autor,,,,,Publicação,Parasitologia médica,São Paulo (SP),1946,,,,,Tropical Diseases Bulletin,,,,,
SBP,1.120.5,Resenha,Unitária,São Paulo (SP),10/1/1948,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,Henry Harold Scott,Autor,,,,,Publicação,Parasitologia médica,São Paulo (SP),1946,,,,,A Gazeta,,,,,
SBP,1.121.1,Notícias,Serial,"Paris (França), Rio de Janeiro (RJ)",24/09/1952 - 09/10/1952,"Impressão, Manuscritura",Papel,Folha,,"Francês, Português",5,1,8f,Yves Farge,Autor,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,,,,,O Globo,Notícias Populares ,Les Lettres,,,Item 1.121.1-2 possui 2 exemplares
SBP,1.122.1,Notícias,Serial,"Fortaleza (CE), Sobral (CE)",23/09/1953 - 17/10/1953,Impressão,Papel,Folha,,Português,2,1,3f,,,,,,,Missão,Combate à Leishmaniose visceral (calazar),Sobral (CE),1953,,,,,O Povo,Correio da Semana,,,,
SBP,1.122.2,Notícia,Unitária,Campinas (SP),13/5/1947,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Palestra,"""A missão do enfermeiro em prol do alevantamento do nível salutar e econômico do nosso povo"", proferida em sessão solene na Sociedade Luiz de Camões",Campinas (SP),12/5/1947,,,,,Sindicato dos Enfermeiros e Empregados em Hospitais de Campinas,,,,,
SBP,1.122.3,Notícia,Unitária,João Pessoa (PB),1/11/1949,Impressão,Papel,Folha,,Português,1,1,2f,,,,,,,Missão,Combate à bouba,Borborema (PB),1949,,,,,A União,,,,,
SBP,1.122.4,Notícia,Unitária,São Paulo (SP),9/9/1955,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Aposentadoria,Cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),1956,,,,,A Gazeta,,,,,
SBP,1.122.5,Notícia,Unitária,Aracaju (SE),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Palestra,"""Esquistossomose Mansoni no Brasil"" ",Aracaju (SE),1952,Missão,Visita aos postos de serviço contra as helmintoses no estado de Sergipe,Aracaju (SE),1952,Diário Oficial do Estado de Sergipe,,,,,
SBP,1.122.6,Notícia,Unitária,São Paulo (SP),4/1/1957,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Aposentadoria,Cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),1956,Homenagem,"Jantar oferecido pela Casa Moser aos professores aposentados da Faculdade de Medicina da Universidade de São Paulo, no Automóvel Clube ",São Paulo (SP),28/12/1956,,,,,,
SBP,1.122.7,Notícias,Serial,"Campinas (SP), São Paulo (SP)",02/06/1950 - 05/06/1950,"Impressão, Manuscritura",Papel,Folha,,Português,2,2,2f,,,,,,,Palestra,"""Problemas médico-sanitários do nordeste brasileiro"", proferida no Instituto Penido Burnier",Campinas (SP),1/6/1950,Aniversário,Comemoração do 30º aniversário do Instituto Penido Burnier,Campinas (SP),1/6/1950,A Gazeta,Diário do Povo,,,,
SBP,1.122.8,Notícia,Unitária,Aracaju (SE),5/2/1950,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Organização de serviços de saúde,"Posto experimental da Faculdade de Medicina da Universidade de São Paulo em Aracaju, para pesquisas sobre esquistossomose e outras parasitoses, em colaboração com o Ministério da Saúde",Aracaju (SE),fev/52,,,,,Diário de Sergipe,,,,,
SBP,1.123.1,Notícia,Unitária,s.l.,4/2/1958,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Missão,Combate à doença de Chagas em São Paulo ,São Paulo (SP),1958,,,,,,,,,,
SBP,1.123.2,Notícia,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Publicação,Ensaios médico-sociais (2a. edição),São Paulo (SP),1978,Lançamento de obra,Ensaios médico-sociais (2a. edição),Rio de Janeiro (RJ),5/4/1978,,,,,,
SBP,1.123.3,Resenha,Unitária,São Paulo (SP),19/2/1961,Impressão,Papel,Folha,,Português,1,1,1f,Sílvio Marone,Autor,,,,,Publicação,Ensaios médico-sociais (1ª edição),São Paulo (SP),1960,,,,,Diário de S. Paulo,,,,,
SBP,1.123.4,Notícia,Unitária,São Paulo (SP),dez/49,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Premiação,"Premiação, em 2º lugar, de Dulce Helena Álvares Pessoa no concurso literário dos alunos do Colégio Rio Branco",São Paulo (SP),set/49,,,,,,,,,,
SBP,1.123.5,Conto,Unitária,s.l.,8/4/1951,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,2f,Dulce Helena Álvares Pessoa,Autor,,,,,Premiação,"Premiação, em 2º lugar, de Dulce Helena Álvares Pessoa no concurso literário dos alunos do Colégio Rio Branco",São Paulo (SP),set/49,,,,,O Tempo,,,,,
SBP,1.123.6,Notícias,Serial,Paris (França),26/01/1955 - 04/02/1955,Impressão,Papel,Folha,,Português,6,1,6f,Alex Raynaut,Autor,,,,,Fabricação da Bomba de Hidrogênio,s.l.,1954-1955,,,,,,France-Soir,,,,,
SBP,1.124.1,Notícias,Serial,São Paulo (SP),14/03/1931 - 28/05/1931,Impressão,Papel,Folha,,Português,11,1,11f,,,,,,,Concurso,Concurso para provimento da cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),mar/31,,,,,A Gazeta,Folha da Noite,Diário Nacional,Correio da Tarde,,
SBP,1.124.2,Notícias,Serial,"Rio de Janeiro (RJ), São Paulo (SP)",abr/31,Impressão,Papel,Folha,,Português,5,1,6f,,,,,,,Sessão solene,Posse de Samuel Barnsley Pessoa como professor catedrático de Parasitologia da Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),7/4/1931,,,,,A Gazeta,Folha da Noite,O Estado de São Paulo,Diário da Noite,,
SBP,1.125.1,Notícias,Serial,São Paulo (SP),1/9/1934,"Impressão, Manuscritura",Papel,Folha,,Português,2,1,2f,,,,,,,Filiação a entidades científicas ,Sociedade de Medicina e Cirurgia de São Paulo,São Paulo (SP),1/9/1934,,,,,A Gazeta,Diário de S. Paulo,,,,
SBP,1.125.2,Ata,Unitária,São Paulo (SP),set/34,Impressão,Papel,Folha,,Português,1,1,2f,,,,,,,Filiação a entidades científicas ,Sociedade de Medicina e Cirurgia de São Paulo,São Paulo (SP),1/9/1934,,,,,Boletim da Sociedade de Medicina e Cirurgia de São Paulo ,,,,,
SBP,1.125.3,Notícias,Serial,Rio de Janeiro (RJ),3/10/1974,"Impressão, Manuscritura",Papel,Folha,,Português,4,1,5f,Roberto Lent,Autor,,,,,Polêmica,Crise financeira do Instituto Oswaldo Cruz,Rio de Janeiro (RJ),1974,,,,,Jornal do Brasil,,,,,
SBP,1.126.1,Notícias,Serial,São Paulo (SP),03/12/1942 - 04/12/1942,"Impressão, Manuscritura",Papel,Folha,,Português,2,1,2f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),12/1942 - 1946,,,,,A Gazeta,Diário de S. Paulo,,,,
SBP,1.126.2,Notícias,Serial,Salvador (BA),10/06/1949 - 19/06/1949,Impressão,Papel,Folha,,Português,2,1,2f,,,,,,,Docência,Curso de pesquisadores do Instituto de Saúde Pública da Secretaria de Educação e Saúde do Estado da Bahia,Salvador (BA),jun/49,,,,,A Tarde,,,,,
SBP,1.126.3,Notícias,Serial,s.l.,24/05/1962 - 30/05/1962,"Impressão, Manuscritura",Papel,Folha,,Português,3,1,3f,,,,,,,Palestra,"""Pesquisa em Saúde Pública"", proferida no Hospital das Clínicas de Salvador",Salvador (BA),25/5/1962,Palestra,"""Reservatórios da doença de Chagas""",Mutuípe (BA),27/5/1962,A Tarde,,,,,
SBP,1.126.4,Artigo,Unitária,São Paulo (SP),9/6/1963,Impressão,Papel,Folha,,Português,1,1,1f,Carlos da Silva Lacaz,Autor,,,,,Palestra,"""Pesquisa em Saúde Pública"", proferida no Hospital das Clínicas de Salvador",Salvador (BA),25/5/1962,,,,,Folha de S. Paulo,,,,,
SBP,1.127.1,Notícia,Unitária,São Paulo (SP),6/6/1933,Impressão,Papel,Folha,,Português,1,1,2f,,,,,,,Aniversário,13º aniversário do falecimento de Arnaldo Vieira de Carvalho,São Paulo (SP),5/6/1933,,,,,Folha da Manhã,,,,,
SBP,1.127.2,Notícia,Unitária,São Paulo (SP),abr/35,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Falecimento,Falecimento de Ernst Bresslau,São Paulo (SP),9/5/1935,,,,,,,,,,
SBP,1.127.3,Notícias,Serial,"Rio de Janeiro (RJ), São Paulo (SP)",16/11/1932 - 15/07/1937,Impressão,Papel,Folha,,Português,7,1,8f,José Perez,Autor,Luiz Flores de Moraes Rego,Autor,,,Falecimento,Falecimento de Guilherme Milward,São Paulo (SP),14/11/1932,,,,,A Gazeta,O Estado de São Paulo,Diário da Noite,Diário de S. Paulo,,
SBP,1.128.1,Reportagem fotográfica,Unitária,s.l.,s.d.,Impressão,Papel,Folha,Preto e branco,Português,1,1,1f,,,,,,,Prisão,Detenção de Jovina Álvares Pessoa,São Paulo (SP),1948,,,,,,,,,,
SBP,1.128.2,Notícias,Serial,São Paulo (SP),22/10/1964 - 10/02/1966,"Impressão, Manuscritura",Papel,Folha,,Português,6,1,6f,,,,,,,Inquérito Policial Militar,Processo de investigação de atividades de professores na Faculdade de Medicina da Universidade de São Paulo,São Paulo (SP),1964,,,,,Folha de S. Paulo,O Estado de São Paulo,Diário Popular,Última Hora,,
SBP,1.128.3,Notícias,Serial,São Paulo (SP),31/07/1974 - 01/08/1974,Impressão,Papel,Folha,,Português,6,1,3f,,,,,,,Filiação a entidades científicas ,Membro de honra da Royal Society of Tropical Medicine and Hygiene,Londres (Reino Unido),1974,,,,,Folha de S. Paulo,O Estado de São Paulo,Jornal da Tarde,,,
SBP,1.129.1,Notícias,Serial,"Rio de Janeiro (RJ), São Paulo (SP)",20/03/1939 - 20/07/1951,"Impressão, Manuscritura",Papel,Folha,,Português,6,1,7f,,,,,,,Pesquisa,Leishmaniose ,São Paulo (SP),1939-1951,,,,,Folha da Manhã,Folha da Noite,Diário da Noite,Jornal da Manhã,,
SBP,1.129.2,Notícia,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Congresso,Semana de Saneamento Rural ,s.l.,s.d.,,,,,Folha da Manhã,,,,,Documento incompleto
SBP,1.129.3,Notícia,Unitária,Porto Alegre (RS),27/9/1940,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Participação em bancas,"Examinador do concurso para provimento da cadeira de Parasitologia, na Faculdade de Medicina de Porto Alegre",Porto Alegre (RS),23/09/1940 - 26/09/1940 ,,,,,Diário de Notícias ,,,,,
SBP,1.130.1,Notícias,Serial,"Rio de Janeiro (RJ), São Paulo (SP)",1922 - 07/09/1971,"Impressão, Manuscritura",Papel,Folha,,Português,13,1,14f,,,,,,,Militância,-,s.l.,s.d.,,,,,O Estado de São Paulo,Folha de S. Paulo,Jornal de Debates,,,
SBP,1.130.2,Artigo,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,2f,Assis Chateaubriand ,Autor,,,,,Militância,-,s.l.,s.d.,,,,,,,,,,
SBP,1.130.3,Charge,Unitária,Rio de Janeiro (RJ),23/1/1948,Impressão,Papel,Folha,,Português,1,1,1f,Darcy ,Autor,,,,,Militância,-,s.l.,s.d.,,,,,Jornal de Debates,,,,,
SBP,1.130.4,Poema,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,José Guilherme de Araújo Jorge,Autor,,,,,Militância,-,s.l.,s.d.,,,,,,,,,,
SBP,1.131.1,Notícias,Serial,São Paulo (SP),8/7/1954,"Impressão, Manuscritura",Papel,Folha,,Português,3,1,3f,,,,,,,Falecimento,Falecimento de Augusto Militão Pacheco,São Paulo (SP),7/7/1954,,,,,Folha da Manhã,,,,,
SBP,1.131.2,Notícia,Unitária,Londrina (PR),3/9/1953,Impressão,Papel,Folha,,Português,1,1,2f,,,,,,,Palestra,"""Epidemologia da esquistossomose mansônica"" ",Londrina (PR),2/9/1953,Congresso,Semana Médica Regional do Norte do Paraná (9ª),Londrina (PR),set/53,Folha de Londrina,,,,,
SBP,1.131.3,Notícia,Unitária,s.l.,23/5/1963,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Publicação,Endemias parasitárias da zona rural brasileira ,São Paulo (SP),mai/63,,,,,,,,,,
SBP,1.131.4,Resenha,Unitária,s.l.,2/6/1963,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,Carlos da Silva Lacaz,Autor,,,,,Publicação,Endemias parasitárias da zona rural brasileira ,São Paulo (SP),mai/63,,,,,,,,,,
SBP,1.131.5,Notícia,Unitária,Florianópolis (SC),15/7/1961,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Consultoria,Plano de Assistência Agro-Médico-Sanitário-Rural,Florianópolis (SC),1961,,,,,O Estado ,,,,,
SBP,1.131.6,Entrevista,Unitária,Maceió (AL),18/1/1952,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Organização de serviços de saúde,Posto experimental para combate à esquistossomose no estado de Alagoas,Maceió (AL),jan/52,,,,,Jornal de Alagoas,,,,,
SBP,1.131.7,Carta aberta,Unitária,s.l.,dez/50,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Palestra,"""Energia atômica em medicina, com particular desenvolvimento do uso de isótopos radiativos na Biologia e na Medicina"", proferida na Sociedade de Medicina e Cirurgia de Presidente Prudente",Presidente Prudente (SP),dez/50,,,,,Notícias de Hoje,,,,,
SBP,1.131.8,Notícia,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Eleições,Eleição de Samuel Barnsley Pessoa como membro do conselho técnico da Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),s.d.,,,,,,,,,,
SBP,1.131.9,Notícia,Unitária,São Paulo (SP),18/1/1946,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Homenagem,Comitê democrático e popular de Santa Cecília e Vila Buarque,São Paulo (SP),16/1/1946,Campanha eleitoral,Candidatura de Samuel Barnsley Pessoa a deputado federal pelo Partido Comunista Brasileiro,São Paulo (SP),1946,,,,,,
SBP,1.131.10,Notícia,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Homenagem,Homenagem prestada pelo Comitê Democrático e Popular de Santa Cecília e Vila Buarque aos pracinhas desses bairros ,São Paulo (SP),1946,,,,,,,,,,
SBP,1.132.1,Entrevista,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Polêmica,Criação da Ordem dos Médicos do Brasil ,s.l.,s.d.,,,,,,,,,,
SBP,1.132.2,Artigo,Unitária,São Paulo (SP),12/2/1972,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Pesquisa,Esquistossomose,s.l.,s.d.,,,,,O Estado de São Paulo,,,,,
SBP,1.132.3,Artigo,Unitária,São Paulo (SP),20/1/1950,Impressão,Papel,Folha,,Português,1,1,1f,R. F. Pompeo do Amaral,Autor,,,,,Publicação,"""Profilaxia rural no nordeste brasileiro""",São Paulo (SP),18/12/1949,,,,,,,,,,
SBP,1.132.4,Notícia,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Falecimento,Falecimento de João Caetano Álvares,São Paulo (SP),19/8/1919,,,,,,,,,,
SBP,1.132.5,Notícia,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Premiação,"Prêmio Arnaldo Vieira de Carvalho, pelo trabalho ""O problema médico-social da Leishmaniose"", produzido em colaboração com Mauro Pereira Barreto ",São Paulo (SP),s.d.,,,,,,,,,,
SBP,1.132.6,Notícia,Unitária,São Paulo (SP),19/8/1938,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Jantar social,"Jantar oferecido aos alunos de especialização da Faculdade de Medicina da Universidade de São Paulo, contemplados com bolsa de estudos patrocinada pelos Diários Associados",São Paulo (SP),19/8/1938,,,,,Diário de S. Paulo,,,,,
